FIPS,STATE,COUNTY,GRASS_PLANTINGS_INTRO,GRASS_PLANTINGS_NATIVE,TREE_PLANTINGS_SOFT,TREE_PLANTINGS_LONG,TREE_PLANTINGS_HARD,WILDLIFE_HABITAT,WILDLIFE_CORRIDORS,FIELD_WINDBREAKS,DIVERSIONS_EROSION_CONTROL_STRUC,GRASS_WATERWAYS,SHALLOW_WATER_FOR_WILDLIFE,EXISTING_GRASS,EXISTING_TREES,WILDLIFE_FOOD_PLOTS,CONTOUR_GRASS_STRIPS,SHELTER_BELTS,LIVING_SNOW_FENCES,SALINITY_REDUCING_VEGETATION,FILTER_STRIPS,RIPARIAN_BUFFERS,WETLAND_RESTORATION,WETLAND_RESTORATION_FLOOD,WETLAND_RESTORATION_NONFLOOD,CROSS_WINDTRAP_STRIPS,RARE_AND_DECLINING_HABITAT,FARMABLE_WETLAND_PROGRAM,FARMABLE_WETLAND_PROGRAM_BUFFER,MARGINAL_PASTURE_BUFFERS,MARGINAL_PASTURE_BUFFERS_WET,BOTTOMLAND_HARDWOOD_TREES,EXPIRED_HARDWOOD_TREES,UPLAND_BIRD_HABITAT_BUFFERS,LONGLEAF_PINE,DUCK_NESTING_HABITAT,STATE_ACRES_FOR_WILDLIFE_ENHANCEMENT,FARMABLE_WETLAND_PROGRAM_CONSTRUCTED,FARMABLE_WETLAND_PROGRAM_AQUA,FARMABLE_WETLAND_PROGRAM_FLOOD,POLLINATOR_HABITAT,CRP_GRASSLANDS_INTRODUCED,CRP_GRASSLANDS_NATIVE,TOTAL
1021,ALABAMA,CHILTON,NA,NA,492.29999999999995,0,6.8,NA,NA,NA,NA,NA,NA,NA,73.19999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,50.7,NA,NA,NA,NA,NA,NA,NA,NA,645.9999999999999
1023,ALABAMA,CHOCTAW,NA,NA,40.200000000000003,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.59,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,16.8,NA,NA,NA,13.8,NA,NA,NA,NA,167.39
1025,ALABAMA,CLARKE,NA,NA,23.6,0,0,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6
1027,ALABAMA,CLAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.759999999999998
1029,ALABAMA,CLEBURNE,6.3,NA,163.49999999999997,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.8
1031,ALABAMA,COFFEE,261.89999999999998,NA,7672.7999999999947,482.2,5.9,NA,NA,NA,NA,NA,NA,157.7,1991.0400000000006,31.900000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,NA,NA,NA,NA,NA,NA,NA,809.7999999999998,NA,NA,NA,NA,NA,NA,NA,NA,11425.09000000001
1033,ALABAMA,COLBERT,133.16000000000003,NA,641.09,91.199999999999989,45.7,NA,NA,NA,NA,NA,NA,NA,91.4,NA,NA,NA,NA,NA,NA,211.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1253.8500000000001
1035,ALABAMA,CONECUH,NA,NA,1617.36,556.59999999999991,34.6,NA,NA,NA,NA,NA,NA,7.5,1576.5599999999997,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.7,NA,NA,NA,NA,NA,NA,NA,NA,4144.219999999998
1037,ALABAMA,COOSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
1039,ALABAMA,COVINGTON,161.6,NA,7904.8900000000021,702.59999999999991,30.9,NA,NA,NA,NA,NA,NA,74.3,2247.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,1137.3500000000001,NA,NA,NA,NA,NA,NA,NA,NA,12278.040000000005
1041,ALABAMA,CRENSHAW,25.47,NA,6455.4900000000016,33.400000000000006,0,NA,NA,NA,NA,NA,NA,NA,570.8299999999998,44.65,NA,NA,NA,NA,NA,17.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9,NA,NA,NA,NA,NA,NA,NA,NA,7243.660000000005
1043,ALABAMA,CULLMAN,111.1,NA,394.69999999999993,0,0,NA,NA,NA,NA,NA,NA,273.20000000000005,258.5,NA,NA,NA,NA,NA,NA,27.700000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073.4999999999998
1045,ALABAMA,DALE,NA,NA,1710.5100000000004,776.29000000000008,63.1,NA,NA,NA,NA,NA,NA,2,288.4,6.8500000000000005,NA,NA,NA,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914.56,NA,NA,NA,NA,NA,8,NA,NA,3808.91
1047,ALABAMA,DALLAS,657.90000000000009,740.2,2212.4,1236.8000000000002,101.2,150.7,NA,NA,NA,NA,63.2,1801.9,1760.8999999999999,12,NA,NA,NA,NA,20.650000000000002,1099.2299999999998,NA,NA,NA,NA,61.7,NA,NA,NA,NA,611.6,NA,156.88000000000002,494.83,NA,1535,NA,NA,NA,NA,NA,NA,12717.090000000006
1049,ALABAMA,DE KALB,189.7,17.899999999999999,684.7,44.1,76.5,NA,NA,NA,NA,NA,NA,130.7,247.2,14.7,NA,NA,NA,NA,NA,116.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522.31
1051,ALABAMA,ELMORE,36,NA,291.40000000000003,114.29999999999998,0,NA,NA,NA,NA,NA,NA,NA,96.6,5.5,NA,NA,NA,NA,NA,154.40999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.2099999999999
1053,ALABAMA,ESCAMBIA,74.3,53.5,1638.3999999999996,595.49999999999989,0,NA,NA,NA,NA,0.8,NA,10.6,917.3,30.9,NA,NA,NA,NA,0.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.20000000000005,NA,NA,NA,NA,NA,NA,NA,NA,3613.300000000002
1055,ALABAMA,ETOWAH,18.100000000000001,8.1999999999999993,213.10000000000002,213.10000000000002,0,NA,NA,NA,NA,NA,NA,NA,179.7,NA,NA,NA,NA,NA,NA,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3,NA,NA,NA,NA,NA,NA,NA,NA,796.3000000000001
1057,ALABAMA,FAYETTE,45.4,NA,628.5,0,0,NA,NA,NA,NA,NA,NA,19.3,377.7,16.9,NA,NA,NA,NA,NA,262.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350.0000000000005
1059,ALABAMA,FRANKLIN,79.3,NA,382.40000000000003,0,16.399999999999999,NA,NA,NA,NA,NA,0.8999999999999999,139.29999999999998,598.6000000000001,1,NA,NA,NA,NA,NA,835.4299999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2053.3300000000004
1061,ALABAMA,GENEVA,377.35999999999996,NA,9489.3900000000012,3538.63,338.40000000000003,6.5,NA,NA,NA,NA,NA,484.6,1904.5400000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.3000000000002,NA,NA,NA,NA,NA,NA,NA,NA,17104.72
1063,ALABAMA,GREENE,720,NA,828.89999999999986,0,136.4,883.8299999999999,292.6,NA,NA,NA,NA,1559.42,1002.9000000000001,37.510000000000005,NA,NA,NA,NA,NA,1027.1000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,35.7,NA,NA,NA,11,NA,NA,6548.660000000002
1065,ALABAMA,HALE,527.6,NA,149.19999999999999,0,23.3,NA,NA,NA,NA,NA,NA,485.4,285.59999999999997,NA,NA,NA,NA,NA,NA,694.0999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2165.2
1067,ALABAMA,HENRY,52.7,NA,1348.25,1130.5,17.600000000000001,NA,NA,NA,NA,NA,NA,NA,792.5999999999999,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2543.9500000000003,NA,NA,NA,NA,NA,NA,NA,NA,5897.999999999998
1069,ALABAMA,HOUSTON,NA,NA,3536.7999999999984,937.40000000000009,78.400000000000006,NA,NA,NA,NA,NA,NA,NA,1059.1000000000004,NA,NA,NA,NA,NA,NA,145.48999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2390.5800000000004,NA,NA,NA,NA,NA,1,NA,NA,8148.770000000001
1071,ALABAMA,JACKSON,296.8,58.5,401.3,187.89999999999998,273.89999999999998,NA,NA,NA,NA,NA,18.5,553.9999999999998,193.50000000000003,15.700000000000001,NA,NA,NA,NA,101.8,471.29999999999984,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.20000000000002,NA,238.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3023.720000000001
1075,ALABAMA,LAMAR,71.699999999999989,NA,433.48999999999995,0,0,NA,NA,NA,NA,NA,NA,19.9,602.8,8.1,NA,NA,NA,NA,NA,160.20000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296.19
1077,ALABAMA,LAUDERDALE,421.51999999999992,91.3,683.25,0,667.67,20.31,4.699999999999999,NA,NA,NA,NA,201.39999999999998,38.5,56.019999999999996,NA,NA,NA,NA,NA,1520.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.599999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,3740.6799999999985
1079,ALABAMA,LAWRENCE,1311.5900000000001,85.7,2341.5699999999997,0,382.4,12.49,6.4,NA,NA,NA,NA,1300.8600000000001,964.05,13.209999999999999,NA,NA,NA,NA,101.05000000000001,4314.709999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,10874.849999999999
1081,ALABAMA,LEE,NA,NA,145.70000000000002,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,73.89999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.60000000000002
1083,ALABAMA,LIMESTONE,226.89999999999998,NA,509.7,0,8.6,22.2,NA,NA,NA,NA,NA,293.8,114.8,27.699999999999996,NA,NA,NA,NA,NA,392.40999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596.1099999999997
1085,ALABAMA,LOWNDES,1574.2000000000003,1013.6999999999999,1081.3,25.1,86.7,NA,NA,NA,NA,NA,NA,392.9,328.1,2.1,NA,NA,NA,NA,NA,1941.3699999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8,NA,NA,NA,NA,NA,NA,NA,NA,6512.2699999999995
1087,ALABAMA,MACON,538.78,NA,862.32,226,56.1,1.5,NA,NA,NA,NA,NA,983.5,990.0999999999999,22.5,NA,NA,NA,NA,24.4,100.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,3839.6
1089,ALABAMA,MADISON,196.8,NA,180.2,0,107,NA,NA,NA,NA,NA,6.8,147.5,50.400000000000006,19.9,NA,NA,NA,NA,5.7,189.39000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982.39
1091,ALABAMA,MARENGO,1048,84.4,2432.4,0,0,432.5,NA,NA,NA,NA,5.5,779.7,1355.4,NA,NA,NA,NA,NA,NA,1854.8,NA,NA,NA,NA,NA,NA,NA,20.6,NA,34.6,NA,NA,24.7,NA,189.85999999999999,NA,NA,NA,NA,NA,NA,8262.46
1093,ALABAMA,MARION,61.2,NA,449.10000000000008,0,15,NA,NA,NA,NA,NA,2.4,65.6,844.3,2.6,NA,NA,NA,NA,NA,527.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967.5600000000002
1095,ALABAMA,MARSHALL,45.900000000000006,17,155.00000000000003,0,72.100000000000009,21.6,NA,NA,NA,NA,NA,347.3,NA,NA,NA,NA,NA,NA,NA,205.29999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864.2
1097,ALABAMA,MOBILE,NA,NA,202.7,20.5,0,NA,NA,NA,NA,NA,NA,NA,90.8,4.8,NA,NA,NA,NA,NA,43.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.05
1099,ALABAMA,MONROE,2.5,NA,1842.0999999999997,126.80000000000001,0,NA,NA,NA,NA,NA,NA,NA,308.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2287.3999999999996
1101,ALABAMA,MONTGOMERY,1213.1000000000004,NA,938.90000000000009,57.300000000000004,0,264,NA,NA,NA,NA,NA,2206.7000000000003,1001.3000000000001,81,NA,NA,NA,NA,NA,628.5899999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.19999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6469.089999999999
1103,ALABAMA,MORGAN,16.3,76.3,428.2,0,52.4,24,NA,NA,NA,NA,NA,371.29999999999995,104,NA,NA,NA,NA,NA,28.3,3564.7900000000004,NA,5,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4674.69
1105,ALABAMA,PERRY,737.90000000000009,148.19999999999999,2031.7000000000003,1631,0,16.1,NA,NA,NA,NA,9.99,2109.3,879.3,28.700000000000003,NA,NA,NA,NA,23.72,484.0100000000001,NA,NA,NA,NA,173.3,NA,NA,NA,NA,NA,NA,84.10999999999999,26.5,NA,316.70000000000005,NA,NA,NA,NA,NA,NA,8700.53
1107,ALABAMA,PICKENS,145.1,NA,1671,41,120.07,185.3,NA,NA,NA,NA,NA,1028.3,274.6,43.099999999999994,10.8,NA,NA,NA,NA,1023.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4542.669999999998
1109,ALABAMA,PIKE,148.80000000000001,NA,4904.5900000000011,472.8,253.96999999999997,1.9,NA,NA,NA,NA,NA,34,481.4,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832.2000000000002,NA,NA,NA,NA,NA,NA,NA,NA,7200.659999999998
1111,ALABAMA,RANDOLPH,NA,NA,86.2,3.8,0,1.6,NA,NA,NA,NA,NA,NA,29.4,1,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.79999999999998
1113,ALABAMA,RUSSELL,NA,NA,1670.9,57.399999999999991,0,1150.1000000000001,NA,NA,NA,NA,NA,12.7,1200.1000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.03000000000003,NA,NA,NA,NA,NA,NA,NA,NA,4417.23
1115,ALABAMA,ST. CLAIR,NA,NA,168.5,0,0,NA,NA,NA,NA,NA,NA,NA,103.2,5,NA,NA,NA,NA,NA,279.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556
1117,ALABAMA,SHELBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
1119,ALABAMA,SUMTER,493.99999999999994,46.8,3192.7499999999995,1211.3500000000001,81.2,2847.7999999999997,3,NA,NA,NA,NA,421.9,1617.4999999999998,64.19999999999999,NA,NA,NA,NA,NA,4275.819999999999,NA,NA,NA,NA,NA,NA,NA,234.5,NA,NA,NA,NA,24.6,NA,169.7,NA,NA,NA,0.5,NA,NA,14685.619999999997
1121,ALABAMA,TALLADEGA,50.4,NA,322.7,0,0,284.20000000000005,NA,NA,NA,NA,NA,131,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,11.4,NA,NA,NA,NA,NA,NA,NA,NA,878.9
1123,ALABAMA,TALLAPOOSA,NA,NA,250.6,0,0,NA,NA,NA,NA,NA,NA,39.1,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.40000000000003
1125,ALABAMA,TUSCALOOSA,23.4,NA,309.90000000000003,100,0,4.9,NA,NA,NA,NA,NA,NA,201.50000000000003,2.3,NA,NA,NA,NA,NA,55.699999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,717.7000000000003
1127,ALABAMA,WALKER,NA,NA,112.39999999999999,0,0,NA,NA,NA,NA,NA,NA,NA,159.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.9
1129,ALABAMA,WASHINGTON,NA,NA,122.6,0,0,NA,NA,NA,NA,NA,NA,NA,92.6,1.2999999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,273.5
1131,ALABAMA,WILCOX,27.8,NA,1250.7000000000003,143.20000000000002,50,125.7,NA,NA,NA,NA,NA,87.4,387.4,6,NA,NA,NA,NA,NA,995.6300000000002,NA,NA,NA,NA,NA,NA,NA,46,NA,202,NA,NA,517.3000000000001,NA,36.3,NA,NA,NA,NA,NA,NA,3875.4299999999994
1133,ALABAMA,WINSTON,NA,NA,64.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.19999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.7
2002,ALASKA,DELTA,1527.8999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9426.800000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10954.7
2003,ALASKA,HOMER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.1
2005,ALASKA,PALMER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.6
2150,ALASKA,KODIAK ISLAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
2170,ALASKA,MATANUSKA-SUSITNA,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6
2240,ALASKA,SOUTHEAST FAIRBANKS (DELTA COUNTY),472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5156.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5628.500000000001
5001,ARKANSAS,ARKANSAS,286.56,311.5,717.15,0,1573.2900000000002,NA,NA,NA,NA,NA,7,366.29999999999995,1142.2000000000003,24.6,NA,NA,NA,NA,103.19999999999999,554.4000000000001,NA,834.28,6759.6699999999992,NA,NA,NA,NA,NA,NA,600.31,NA,329.71000000000004,NA,NA,1728.8400000000001,NA,NA,NA,NA,NA,NA,15339.010000000011
5003,ARKANSAS,ASHLEY,NA,NA,1396.7999999999997,0,1874.0500000000004,7,NA,NA,NA,NA,77.98,NA,NA,2.1,NA,NA,NA,NA,85.84,1994.7599999999995,NA,1194.2799999999997,146.87,NA,NA,NA,NA,NA,NA,834.4000000000001,NA,NA,NA,NA,63.9,NA,NA,NA,NA,NA,NA,7677.979999999999
5005,ARKANSAS,BAXTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.400000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4
5007,ARKANSAS,BENTON,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.100000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1
