year,corn_cost_odt,soy_cost_odt,wheat_cost_odt,hay_cost_odt,corn_cost_add_odt,soy_cost_add_odt,wheat_cost_add_odt,hay_cost_add_odt,corn_base_odt,soy_base_odt,wheat_base_odt,hay_base_odt,category,item,crop,level,val,id
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,corn,l2_med,7,variable costfuel_oil_greasecornl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,corn,l3_high,7,variable costfuel_oil_greasecornl3_high
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,soy,l1_low,5,variable costfuel_oil_greasesoyl1_low
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,soy,l2_med,5,variable costfuel_oil_greasesoyl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,soy,l3_high,5,variable costfuel_oil_greasesoyl3_high
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,wheat,l1_low,5,variable costfuel_oil_greasewheatl1_low
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,wheat,l2_med,5,variable costfuel_oil_greasewheatl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,wheat,l3_high,5,variable costfuel_oil_greasewheatl3_high
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,k2o,corn,cost,0.13,variable costk2ocorncost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,k2o,soy,cost,0.13,variable costk2osoycost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,k2o,wheat,cost,0.13,variable costk2owheatcost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,lime,corn,cost,15,variable costlimecorncost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,lime,soy,cost,15,variable costlimesoycost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,lime,wheat,cost,15,variable costlimewheatcost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,n,corn,cost,0.24,variable costncorncost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,n,soy,cost,0,variable costnsoycost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,n,wheat,cost,0.24,variable costnwheatcost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,p2o5,corn,cost,0.24,variable costp2o5corncost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,p2o5,soy,cost,0.24,variable costp2o5soycost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,p2o5,wheat,cost,0.24,variable costp2o5wheatcost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,corn,l1_low,14,variable costrepairscornl1_low
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,corn,l2_med,14,variable costrepairscornl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,corn,l3_high,14,variable costrepairscornl3_high
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,soy,l1_low,12,variable costrepairssoyl1_low
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,soy,l2_med,12,variable costrepairssoyl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,soy,l3_high,12,variable costrepairssoyl3_high
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,wheat,l1_low,12,variable costrepairswheatl1_low
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,wheat,l2_med,12,variable costrepairswheatl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,wheat,l3_high,12,variable costrepairswheatl3_high
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,seed,corn,cost,1.1,variable costseedcorncost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,seed,soy,cost,0.1,variable costseedsoycost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,seed,wheat,cost,0.01,variable costseedwheatcost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,trucking,corn,cost,0.03,variable costtruckingcorncost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,trucking,soy,cost,0.03,variable costtruckingsoycost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,trucking,wheat,cost,0.03,variable costtruckingwheatcost
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,corn,l1_low,12,variable costvariable_miscellaneouscornl1_low
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,corn,l2_med,13,variable costvariable_miscellaneouscornl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,corn,l3_high,14,variable costvariable_miscellaneouscornl3_high
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,soy,l1_low,12,variable costvariable_miscellaneoussoyl1_low
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,soy,l2_med,13,variable costvariable_miscellaneoussoyl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,soy,l3_high,14,variable costvariable_miscellaneoussoyl3_high
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,wheat,l1_low,12,variable costvariable_miscellaneouswheatl1_low
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,wheat,l2_med,13,variable costvariable_miscellaneouswheatl2_med
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,wheat,l3_high,14,variable costvariable_miscellaneouswheatl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,corn,l1_low,NA,fixed costsfixed_miscellaneouscornl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,corn,l2_med,NA,fixed costsfixed_miscellaneouscornl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,corn,l3_high,NA,fixed costsfixed_miscellaneouscornl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,soy,l1_low,NA,fixed costsfixed_miscellaneoussoyl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,soy,l2_med,NA,fixed costsfixed_miscellaneoussoyl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,soy,l3_high,NA,fixed costsfixed_miscellaneoussoyl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,wheat,l1_low,NA,fixed costsfixed_miscellaneouswheatl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,wheat,l2_med,NA,fixed costsfixed_miscellaneouswheatl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,wheat,l3_high,NA,fixed costsfixed_miscellaneouswheatl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,labor,corn,cost,32.4,fixed costslaborcorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,labor,soy,cost,23.4,fixed costslaborsoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,labor,wheat,cost,18,fixed costslaborwheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,machine,corn,cost,59,fixed costsmachinecorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,machine,soy,cost,54,fixed costsmachinesoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,machine,wheat,cost,52,fixed costsmachinewheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,chemicals,corn,cost,22,variable costchemicalscorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,chemicals,soy,cost,26,variable costchemicalssoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,chemicals,wheat,cost,7,variable costchemicalswheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,corn,l1_low,NA,variable costcrop_insurancecornl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,corn,l2_med,NA,variable costcrop_insurancecornl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,corn,l3_high,NA,variable costcrop_insurancecornl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,soy,l1_low,NA,variable costcrop_insurancesoyl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,soy,l2_med,NA,variable costcrop_insurancesoyl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,soy,l3_high,NA,variable costcrop_insurancesoyl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,wheat,l1_low,NA,variable costcrop_insurancewheatl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,wheat,l2_med,NA,variable costcrop_insurancewheatl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,wheat,l3_high,NA,variable costcrop_insurancewheatl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,drying,corn,cost,0.18,variable costdryingcorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,drying,soy,cost,0,variable costdryingsoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,drying,wheat,cost,0,variable costdryingwheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,corn,l1_low,7,variable costfuel_oil_greasecornl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,corn,l2_med,7,variable costfuel_oil_greasecornl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,corn,l3_high,7,variable costfuel_oil_greasecornl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,soy,l1_low,5,variable costfuel_oil_greasesoyl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,soy,l2_med,5,variable costfuel_oil_greasesoyl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,soy,l3_high,5,variable costfuel_oil_greasesoyl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,wheat,l1_low,5,variable costfuel_oil_greasewheatl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,wheat,l2_med,5,variable costfuel_oil_greasewheatl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,fuel_oil_grease,wheat,l3_high,5,variable costfuel_oil_greasewheatl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,k2o,corn,cost,0.13,variable costk2ocorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,k2o,soy,cost,0.13,variable costk2osoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,k2o,wheat,cost,0.13,variable costk2owheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,lime,corn,cost,12,variable costlimecorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,lime,soy,cost,12,variable costlimesoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,lime,wheat,cost,12,variable costlimewheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,n,corn,cost,0.24,variable costncorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,n,soy,cost,0,variable costnsoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,n,wheat,cost,0.24,variable costnwheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,p2o5,corn,cost,0.24,variable costp2o5corncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,p2o5,soy,cost,0.24,variable costp2o5soycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,p2o5,wheat,cost,0.24,variable costp2o5wheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,corn,l1_low,10,variable costrepairscornl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,corn,l2_med,10,variable costrepairscornl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,corn,l3_high,10,variable costrepairscornl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,soy,l1_low,13,variable costrepairssoyl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,soy,l2_med,13,variable costrepairssoyl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,soy,l3_high,13,variable costrepairssoyl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,wheat,l1_low,11,variable costrepairswheatl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,wheat,l2_med,11,variable costrepairswheatl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,repairs,wheat,l3_high,11,variable costrepairswheatl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,seed,corn,cost,1.1,variable costseedcorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,seed,soy,cost,0.1,variable costseedsoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,seed,wheat,cost,0.01,variable costseedwheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,trucking,corn,cost,0.04,variable costtruckingcorncost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,trucking,soy,cost,0.03,variable costtruckingsoycost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,trucking,wheat,cost,0.03,variable costtruckingwheatcost
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,corn,l1_low,12,variable costvariable_miscellaneouscornl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,corn,l2_med,13,variable costvariable_miscellaneouscornl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,corn,l3_high,14,variable costvariable_miscellaneouscornl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,soy,l1_low,12,variable costvariable_miscellaneoussoyl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,soy,l2_med,13,variable costvariable_miscellaneoussoyl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,soy,l3_high,14,variable costvariable_miscellaneoussoyl3_high
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,wheat,l1_low,12,variable costvariable_miscellaneouswheatl1_low
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,wheat,l2_med,13,variable costvariable_miscellaneouswheatl2_med
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,variable_miscellaneous,wheat,l3_high,14,variable costvariable_miscellaneouswheatl3_high
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,corn,l1_low,NA,fixed costsfixed_miscellaneouscornl1_low
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,corn,l2_med,NA,fixed costsfixed_miscellaneouscornl2_med
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,corn,l3_high,NA,fixed costsfixed_miscellaneouscornl3_high
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,soy,l1_low,NA,fixed costsfixed_miscellaneoussoyl1_low
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,soy,l2_med,NA,fixed costsfixed_miscellaneoussoyl2_med
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,soy,l3_high,NA,fixed costsfixed_miscellaneoussoyl3_high
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,wheat,l1_low,NA,fixed costsfixed_miscellaneouswheatl1_low
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,wheat,l2_med,NA,fixed costsfixed_miscellaneouswheatl2_med
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,fixed_miscellaneous,wheat,l3_high,NA,fixed costsfixed_miscellaneouswheatl3_high
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,labor,corn,cost,32.4,fixed costslaborcorncost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,labor,soy,cost,23.4,fixed costslaborsoycost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,labor,wheat,cost,18,fixed costslaborwheatcost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,machine,corn,cost,59,fixed costsmachinecorncost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,machine,soy,cost,54,fixed costsmachinesoycost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fixed costs,machine,wheat,cost,52,fixed costsmachinewheatcost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,chemicals,corn,cost,22,variable costchemicalscorncost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,chemicals,soy,cost,26,variable costchemicalssoycost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,chemicals,wheat,cost,7,variable costchemicalswheatcost
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,corn,l1_low,NA,variable costcrop_insurancecornl1_low
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,corn,l2_med,NA,variable costcrop_insurancecornl2_med
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,corn,l3_high,NA,variable costcrop_insurancecornl3_high
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,soy,l1_low,NA,variable costcrop_insurancesoyl1_low
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,soy,l2_med,NA,variable costcrop_insurancesoyl2_med
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,soy,l3_high,NA,variable costcrop_insurancesoyl3_high
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,wheat,l1_low,NA,variable costcrop_insurancewheatl1_low
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,wheat,l2_med,NA,variable costcrop_insurancewheatl2_med
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,variable cost,crop_insurance,wheat,l3_high,NA,variable costcrop_insurancewheatl3_high
